1e+17	1.28824955169e-11	0.0	0.0	0.0	0.0	
1.77827941004e+17	1.23026877081e-11	0.0	0.0	0.0	0.0	
1.77827941004e+17	1.02329299228e-11	0.0	0.0	0.0	0.0	
2.29086765277e+17	1.07151930524e-11	0.0	0.0	0.0	0.0	
2.45470891569e+17	8.31763771103e-12	0.0	0.0	0.0	0.0	
1.77827941004e+17	8.31763771103e-12	0.0	0.0	0.0	0.0	
2.57039578277e+17	6.60693448008e-12	0.0	0.0	0.0	0.0	
3.16227766017e+17	6.76082975392e-12	0.0	0.0	0.0	0.0	
4.3651583224e+17	6.45654229035e-12	0.0	0.0	0.0	0.0	
3.31131121483e+17	5.75439937337e-12	0.0	0.0	0.0	0.0	
5.6234132519e+17	3.80189396321e-12	0.0	0.0	0.0	0.0	
9.54992586021e+17	3.2359365693e-12	0.0	0.0	0.0	0.0	
